Bedroom,Bathroom,Den,Lat,Long,Price,Address,Postal Code
1,1,1,43.6400685,-79.3999604,2400,"70 Queens Wharf Rd 33rd Floor, Toronto, O",M5V
1,1,1,43.6524331,-79.3888604,2400,"210 Simcoe St, Toronto, O",M5T
2,2,0,43.7206419,-79.3493968,2400,"1103 Leslie St, ",M3C
2,1,0,43.6415328,-79.4240715,2400,"150 Sudbury St, Toronto, O",M6J
1,1,0,43.6375235,-79.400877,2400,"20 Bruyeres Mews, Toronto, O",M5V
2,1,0,43.6661636,-79.4276187,2400,"902 Ossington Ave, Toronto, O",M6G
1,1,1,43.6469441,-79.3923973,2400,"87 Peter St, Toronto, O",M5V
1,1,0,43.6438459,-79.391824,2400,"20 Blue Jays Way, M5V 3W6, TORO",M5V
1,1,0,43.6438459,-79.391824,2400,"20 Blue Jays Way, M5V3W6, Toronto, O",M5V
1,1,0,43.6415283,-79.3833016,2400,"25 Lower Simcoe St, Toronto, O",M5J
1,1,0,43.6544346,-79.3905934,2400,"M5T3J9, Canada",M5T
1,1,0,43.6397558,-79.3772708,2400,"33 Harbour Square, Toronto, O",M5J
1,1.5,1,43.6375098,-79.3977774,2400,"38 Dan Leckie Way, Toronto, O",M5V
1,2,1,43.6274471,-79.4783741,2400,"2121 Lake Shore Blvd W, Etobicoke, O",M8V
2,1,0,43.6356022,-79.5412007,2400,"M9B 1B3, Canada",M9B
1,1,0,43.645641,-79.3929534,2400,"375 King St W, Toronto, O",M5V
1,1.5,1,43.6381439,-79.39751,2400,"38 Dan Leckie Way, Toronto, O",M5V
1,1,0,43.64894,-79.378086,2390,"One King Street West, 1 King St W, Toronto, O",M5H
2,2,0,43.6092614,-79.558998,2380,"235 Sherway Gardens Rd, Etobicoke, O",M9C
2,2,0,43.6092614,-79.558998,2380,"235 Sherway Gardens Rd, Etobicoke, O",M9C
2,2,0,43.6092614,-79.558998,2380,"235 Sherway Gardens Rd, Etobicoke, O",M9C
1,1,1,43.6408157,-79.3817523,2350,"M5J, Canada",M5J
2,2,0,43.64787,-79.391138,2350,"290 Adelaide St W, Toronto, O",M5V
2,2,0,43.64787,-79.391138,2350,"290 Adelaide St W, Toronto, O",M5V
2,2,0,43.64787,-79.391138,2350,"290 Adelaide St W, Toronto, O",M5V
1,1,0,43.659329,-79.3826747,2350,"386 Yonge St, Toronto, O",M5G
1,1,1,43.6525764,-79.3670659,2350,"424 Adelaide St E, Toronto, O",M5A
1,1,1,43.6525764,-79.3670659,2350,"424 Adelaide St E, Toronto, O",M5A
2,2,0,43.64787,-79.391138,2350,"290 Adelaide St W, Toronto, O",M5V
1,1,0,43.659329,-79.3826747,2350,"386 Yonge St, Toronto, O",M5G
1,1,1,43.6525764,-79.3670659,2350,"424 Adelaide St E, Toronto, O",M5A
1,1,1,43.6408637,-79.3957393,2350,"M5V3Z7, Canada",M5V
2,2,0,43.64787,-79.391138,2350,"290 Adelaide St W, Toronto, O",M5V
1,1,1,43.6415846,-79.3826205,2350,"19 Grand Trunk Crescent, Toronto, O",M5J
1,2,1,43.6274471,-79.4783741,2350,"2121 Lake Shore Blvd W, Etobicoke, O",M8V
1,1,1,43.6405271,-79.397104,2350,"15 Iceboat Terr, Toronto, O",M5V
1,1,0,43.6488576,-79.3781453,2350,"1 King St W, Toronto, O",M5H
2,2,0,43.7565895,-79.4054146,2350,", ",M2N
1,1,0,43.6489727,-79.3872946,2350,"126 Simcoe St, Toronto, O",M5V
1,1,1,43.6476273,-79.3904081,2350,"295 Adelaide St W, Toronto, O",M5V
1,1,1,43.6469441,-79.3923973,2350,"87 Peter St, Toronto, O",M5V
1,1,1,43.641579,-79.4159028,2350,"1030 King Street west, toronto M6K 0B4 O",M6K
1,2,1,43.653978,-79.3541341,2350,"120 Bayview Ave, Toronto, O",M5A
1,1,0,43.6790427,-79.3765346,2350,"65 May St, Toronto, O",M4W
1,1,1,43.6408637,-79.3957393,2350,"M5V3Z7, Canada",M5V
2,2,0,43.6240747,-79.4849171,2350,"88 Park Lawn Rd, Etobicoke, O",M8Y
1,1,1,43.6385213,-79.3994638,2300,"70 Queens Wharf Rd, Toronto, O",M5V
1,1,1,43.6385213,-79.3994638,2300,"70 Queens Wharf Rd, Toronto, O",M5V
1,1,1,43.6385213,-79.3994638,2300,"70 Queens Wharf Rd, Toronto, O",M5V
1,1,0,43.6434855,-79.3923045,2300,"352 Front St W, Toronto, O",M5V
1,1.5,1,43.6606054,-79.3786354,2300,"89 McGill St, Toronto, O",M5B
1,2,1,43.6523308,-79.3560136,2300,"455 Front St E, Toronto, O",M5A
1,1,0,43.6598307,-79.3805207,2300,", downtown toronto M5B2E8 O",M5B
1,1,0,43.66703,-79.3763862,2300,"120 Homewood Ave, Toronto, O",M4Y
1,1,0,43.6397444,-79.3837757,2300,"230 Queens Quay West, Toronto, O",M5J
1,1,1,43.6469126,-79.3902415,2300,", M5V 3X4, Toronto, O",M5V
2,1.5,0,43.6421316,-79.4013687,2300,"M5V3X1, Canada",M5V
1,1,1,43.6653563,-79.387999,2300,"57 St Joseph St, Toronto, O",M5S
1,1,0,43.6446286,-79.3929331,2300,"350 Wellington St W, Toronto, O",M5V
1,1,0,43.6394055,-79.3932324,2300,"11 Brunel Ct, Toronto, O",M5V
1,1,1,43.6468281,-79.4024241,2300,", Toronto m5v1y9 O",M5V
1,1,1,43.6418726,-79.3819064,2300,"12 York St, Toronto, O",M5J
1,1,1,43.6469441,-79.3923973,2300,"87 Peter St, Toronto, O",M5V
1,1,1,43.6413655,-79.3914457,2300,81,M5V
1,1,0,43.6417851,-79.3790058,2300,"88 Harbour St., M5J 0C3, Toronto, O",M5J
1,1,0,43.6521506,-79.3754775,2300,"120 Church St, Toronto, O",M5C
1,1,0,43.6428849,-79.3806168,2300,"55 Bremner Blvd, Toronto, O",M5J
1,1,1,43.6524993,-79.3669609,2300,"Adelaide St E, Toronto, O",M5A
1,1,1,43.6527574,-79.3665108,2300,"460 Adelaide St E, Toronto, O",M5A
2,1,0,43.6092724,-79.557008,2300,"205 Sherway Gardens Rd, Etobicoke, O",M9C
1,1,0,43.6527574,-79.3665108,2300,"460 Adelaide St E, Toronto, O",M5A
1,1,0,43.6418064,-79.3789807,2300,"100 Harbour St, Toronto, O",M5J
1,1,0,43.6575994,-79.38364,2300,"38 Elm St, Toronto, O",M5G
1,1,0,43.6428849,-79.3806168,2300,"55 Bremner Blvd, Toronto, O",M5J
1,1.5,1,43.6605397,-79.3786617,2300,"99 McGill St, Toronto, O",M5B
1,1,0,43.6489727,-79.3872946,2299,"126 Simcoe str, Toronto Downtown M5V 1T8 O",M5V
1,1,0,43.6489727,-79.3872946,2299,"126 Simcoe str, Toronto Downtown M5V 1T8 O",M5V
1,1,0,43.6489727,-79.3872946,2299,"126 Simcoe str, Toronto Downtown M5V 1T8 O",M5V
1,1,0,43.6489727,-79.3872946,2299,"126 Simcoe str, Toronto Downtown M5V 1T8 O",M5V
1,1,0,43.6489727,-79.3872946,2299,"126 Simcoe str, Toronto Downtown M5V 1T8 O",M5V
1,1,0,43.6489727,-79.3872946,2299,"126 Simcoe str, Toronto Downtown M5V 1T8 O",M5V
1,1,0,43.6489727,-79.3872946,2299,"126 Simcoe str, Toronto Downtown M5V 1T8 O",M5V
1,1,0,43.6489727,-79.3872946,2299,"126 Simcoe str, Toronto Downtown M5V 1T8 O",M5V
1,1,1,43.6426791,-79.3769938,2275,"33 Bay St, Toronto, O",M5J
1,1,1,43.6426791,-79.3769938,2275,"33 Bay St, Toronto, O",M5J
1,1,1,43.6426791,-79.3769938,2275,"33 Bay St, Toronto, O",M5J
1,1,1,43.661927,-79.3865112,2250,"832 Bay St, Toronto, O",M5S
1,1,0,43.6448637,-79.3990598,2250,"560 King St W, Toronto, O",M4V
1,1,0,43.660846,-79.3787556,2250,"365 Church St, Toronto, O",M5B
1,1,1,43.661927,-79.3865112,2250,"832 Bay St, Toronto, O",M5S
1,1,0,43.6448637,-79.3990598,2250,"560 King St W, Toronto, O",M4V
1,1,0,43.660846,-79.3787556,2250,"365 Church St, Toronto, O",M5B
1,1,0,43.6448637,-79.3990598,2250,"560 King St W, Toronto, O",M4V
1,1,0,43.660846,-79.3787556,2250,"365 Church St, Toronto, O",M5B
1,1,0,43.6398254,-79.4122306,2250,"26 Western Battery Rd, Toronto, O",M6K
1,1,1,43.6520027,-79.4492618,2250,"38 Howard Park Ave, Toronto, O",M6R
1,1,0,43.6460983,-79.3760549,2250,"8 The Esplanade, Toronto, O",M5E
1,1,0,43.6460983,-79.3760549,2250,"8 The Esplanade, Toronto, O",M5E
1,1,0,43.6487831,-79.3880423,2250,21,M5V
1,1,0,43.6431051,-79.375906,2250,"12 Yonge St, Toronto, O",M5E
1,1,0,43.6606054,-79.3786354,2250,"89 McGill St, Toronto, O",M5B
1,1,0,43.6546239,-79.3790756,2250,"210 Victoria St, Toronto, O",M5B
1,1,1,43.6469441,-79.3923973,2250,"87 Peter St, Toronto, O",M5V
1,1,1,43.6469441,-79.3923973,2250,"87 Peter St, Toronto, O",M5V
1,1,0,43.6546239,-79.3790756,2250,"210 Victoria St, Toronto, O",M5B
2,1,0,43.6893623,-79.3528481,2245,"33 Gamble Ave, East York, O",M4K
2,1,0,43.6371527,-79.4270923,2230,"200 Dufferin Street, Toronto, O",M6K
2,1,0,43.6371527,-79.4270923,2230,"200 Dufferin Street, Toronto, O",M6K
1,1,0,43.6410868,-79.3814048,2200,"10 York Street, Toronto, O",M5J
1,1,0,43.6410868,-79.3814048,2200,"10 York Street, Toronto, O",M5J
1,1,0,43.6522103,-79.3707988,2200,"105 George St, Toronto, O",M5A
1,1,0,43.6410868,-79.3814048,2200,"10 York Street, Toronto, O",M5J
1,1,0,43.6410868,-79.3814048,2200,"10 York Street, Toronto, O",M5J
1,1,0,43.6410868,-79.3814048,2200,"10 York Street, Toronto, O",M5J
1,1,0,43.6522103,-79.3707988,2200,"105 George St, Toronto, O",M5A
1,1,0,43.6410868,-79.3814048,2200,"10 York Street, Toronto, O",M5J
1,1,0,43.6387003,-79.4121833,2200,"51 E Liberty St, Toronto M6K 3P8 O",M6K
1,1,0,43.6522103,-79.3707988,2200,"105 George St, Toronto, O",M5A
1,1,0,43.6410868,-79.3814048,2200,"10 York Street, Toronto, O",M5J
1,1,0,43.6387003,-79.4121833,2200,"51 E Liberty St, Toronto M6K 3P8 O",M6K
1,1,0,43.6493806,-79.3745319,2200,"60 Colborne St, Toronto, O",M5E
1,1,0,43.6551919,-79.3539119,2200,"170 Bayview Ave, Toronto, O",M5A
1,1,0,43.6488411,-79.3779693,2200,", Toronto M5H1A1 O",M5H
1,1,1,43.6629771,-79.386217,2200,", M5S 3K4, Toronto, O",M5S
1,1,1,43.6402772,-79.4241261,2200,"20 Joe Shuster Way, Toronto, O",M6K
1,1,0,43.6410868,-79.3814048,2200,"10 York Street, Toronto, O",M5J
1,1,0,43.6647233,-79.3840836,2200,"555 Yonge St, Toronto, O",M4Y
1,1,0,43.6616824,-79.3833791,2200,"454 Yonge Street, M4Y 1W9, Toronto, O",M4Y
1,1,0,43.6655881,-79.383028,2200,"28 Wellesley St E, Toronto, O",M4Y
1,1,0,43.6527574,-79.3665108,2200,"460 Adelaide St E, Toronto, O",M5A
1,1,0,43.6431366,-79.3805285,2200,"Bremner Blvd, Toronto, O",M5J
1,1,1,43.6629771,-79.386217,2200,", M5S 3K4, Toronto, O",M5S
1,1,1,43.6402772,-79.4241261,2200,"20 Joe Shuster Way, Toronto, O",M6K
1,1,0,43.6454236,-79.3962213,2200,"480 King St W, Toronto, O",M5V
2,2,0,43.6394963,-79.5640901,2200,"Eva Rd, Etobicoke, O",M9C
1,1,0,43.6361646,-79.4033004,2200,"628 Fleet St, Toronto, O",M5V
1,1,1,43.6527574,-79.3665108,2200,"460 Adelaide St E, Toronto, O",M5A
1,1,0,43.6400247,-79.3812245,2200,"Toronto, O",M5J
1,1,0,43.6444602,-79.4024689,2200,"Six50 King - Bathurst Tower, 95 Bathurst St, Toronto, O",M5V
1,1,0,43.6495569,-79.3872283,2200,"144 Simcoe St, Toronto, O",M5H
1,1,0,43.6469441,-79.3923973,2200,"87 Peter St, Toronto, O",M5V
1,1,0,43.6444084,-79.3765617,2200,"18 Yonge St, Toronto, O",M5E
2,1,0,43.6525485,-79.3835118,2200,", Toronto M5H 2",M5H
1,1,0,43.6249946,-79.4790453,2200,"60 Annie Craig, M8V1A1, Toronto, O",M8V
1,1,0,43.6402232,-79.395951,2200,"10 Capreol Ct, Toronto, O",M5V
1,1,0,43.6387639,-79.4162418,2200,"150 East Liberty, M6K3R5, Toronto, O",M6K
1,1,0,43.64787,-79.391138,2200,"290 Adelaide street west, toronto M5V1P6 O",M5V
1,1,1,43.6409179,-79.3939821,2200,"25 Telegram Mews, Toronto, O",M5V
1,1,0,43.6397355,-79.3904175,2200,"5 Mariner Terrace, Toronto, O",M5V
1,1,0,43.6490235,-79.3884001,2200,30,M5V
1,1,0,43.6489727,-79.3872946,2200,"126 Simcoe St, Toronto, O",M5V
1,1,0,43.6505597,-79.3820722,2200,"70 Temperance St, Toronto, O",M5H
2,1,0,43.653636,-79.3808726,2200,", Toronto M5B 2L7 O",M5B
2,2,0,43.7800331,-79.2810545,2184,"m1s0l7, Canada",M1S
2,2,0,43.7800331,-79.2810545,2184,"m1s0l7, Canada",M1S
2,2,0,43.7800331,-79.2810545,2184,"m1s0l7, Canada",M1S
1,1,0,43.6408455,-79.4143193,2180,"1 SHAW ST, TORO",M6K
1,1,0,43.6408455,-79.4143193,2180,"1 SHAW ST, TORO",M6K
1,1,0,43.6408455,-79.4143193,2180,"1 SHAW ST, TORO",M6K
2,1,0,43.7486405,-79.4371391,2177,"4190 Bathurst Street, Toronto, O",M3H
1,1,0,43.6462197,-79.3981256,2175,"Brant St, Toronto, O",M5V
1,1,0,43.653226,-79.3831843,2175,", Toronto M5V0J3 O",M5V
1,1,1,43.6430505,-79.3916429,2150,"361 Front St W, Toronto, O",M5V
1,1,1,43.6430505,-79.3916429,2150,"361 Front St W, Toronto, O",M5V
1,1,1,43.6430505,-79.3916429,2150,"361 Front St W, Toronto, O",M5V
1,1,1,43.6430505,-79.3916429,2150,"361 Front St W, Toronto, O",M5V
1,1,1,43.6430505,-79.3916429,2150,"361 Front St W, Toronto, O",M5V
1,1,0,43.6469441,-79.3923973,2150,"87 Peter St, Toronto, O",M5V
1,1,0,43.6410868,-79.3814048,2150,"10 York St, Toronto, O",M5J
1,1,0,43.6393466,-79.3997415,2150,"170 Fort York Blvd, Toronto, O",M5V
1,1,1,43.6403804,-79.3973372,2150,"21 Iceboat Terr, Toronto, O",M5V
1,1,0,43.6489727,-79.3872946,2150,"126 Simcoe St, Toronto, O",M5V
1,1,0,43.6468075,-79.4027979,2150,"608 Richmond St W, Toronto, O",M5V
1,1,0,43.6699315,-79.3754627,2150,"561 Sherbourne St, Toronto, O",M4X
1,1,0,43.6399343,-79.4164454,2100,"125 Western Battey st, M6k 3s2, Toronto, O",M6K
1,1,0,43.6469441,-79.3923973,2100,"87 Peter St, Toronto, O",M5V
1,1,0,43.640402,-79.3971467,2100,", DOW",M5V
1,1,0,43.6399343,-79.4164454,2100,"125 Western Battey st, M6k 3s2, Toronto, O",M6K
1,1,0,43.6469441,-79.3923973,2100,"87 Peter St, Toronto, O",M5V
1,1,0,43.640402,-79.3971467,2100,", DOW",M5V
1,1,0,43.6469441,-79.3923973,2100,"87 Peter Street, Toronto, O",M5V
1,1,0,43.647632,-79.3929626,2100,"Peter St, Toronto, O",M5V
1,1,0,43.6399343,-79.4164454,2100,"125 Western Battey st, M6k 3s2, Toronto, O",M6K
1,1,0,43.640402,-79.3971467,2100,", DOW",M5V
1,1,0,43.6469441,-79.3923973,2100,"87 Peter Street, Toronto, O",M5V
1,1,0,43.640402,-79.3971467,2100,", DOW",M5V
1,1,0,43.647632,-79.3929626,2100,"Peter St, Toronto, O",M5V
1,1,0,43.6489001,-79.392205,2100,"318 Richmond St W, Toronto, O",M5V
1,1,0,43.6434855,-79.3923045,2100,"352 Front St W, M5V1B5, TORO",M5V
2,1,0,43.6644404,-79.3749819,2100,"Homewood Ave, Toronto, O",M4Y
1,1,0,43.6655881,-79.383028,2100,"28 Wellesley St E, Toronto, O",M4Y
1,1,0,43.6655881,-79.383028,2100,"28 Wellesley St E, Toronto, O",M4Y
1,1,0,43.6641794,-79.3755059,2100,"40 Homewood Ave, m4y 2k2, Toronto, O",M4Y
1,1,0,43.6418726,-79.3819064,2100,"12 York St, Toronto, O",M5J
1,1,0,43.6659283,-79.383465,2100,"17 Dundonald St, Toronto, O",M4Y
1,1,0,43.6383068,-79.4147858,2100,"75 E Liberty St, Toronto, O",M6K
1,1,0,43.6413595,-79.3725145,2100,"29 Queens Quay E, Toronto, O",M5E
1,1,0,43.665173,-79.3410685,2100,"1190 Dundas Street East, Toronto M4M0C5 O",M4M
1,1,1,43.6243053,-79.488423,2100,165 Legion Rd ,M8Y
1,1,1,43.6095324,-79.5570952,2100,"215 Sherway Gardens Rd, Etobicoke M9C 0A4 O",M9C
1,1,0,43.6351036,-79.4010133,2100,"99 Stadium Rd, Toronto, O",M5V
2,2,0,43.659329,-79.3826747,2100,"386 Yonge St, Toronto, O",M5G
1,1,1,43.6238212,-79.4787279,2100,"33 Shore Breeze Drive, Etobicoke, O",M8V
1,1,0,43.6410109,-79.4012807,2100,", Toronto M5V 2P1 O",M5V
1,1,0,43.6489727,-79.3872946,2100,"126 Simcoe St, Toronto, O",M5V
1,1,0,43.6658208,-79.3698808,2100,"5 Rose Ave, Toronto, O",M4X
1,1,0,43.6535202,-79.3737702,2100,"127 Queen St E, Toronto, O",M5C
1,1,0,43.6538857,-79.3880868,2100,"University Ave, Toronto, O",M5G
1,1,0,43.6418738,-79.4103246,2100,"25 Stafford St, Toronto, O",M5V
1,1,0,43.6384911,-79.3909892,2100,", Toronto m5v3a6 O",M5V
1,1,0,43.6539487,-79.3885701,2100,"426 University Ave, Toronto, O",M5G
2,1,0,43.6805461,-79.4175732,2100,"1384 Bathurst St, Toronto, O",M5R
1,1,1,43.658981,-79.362919,2099,"200 Sackville St, Toronto, O",M5A
1,1,1,43.658981,-79.362919,2099,"200 Sackville St, Toronto, O",M5A
1,1,0,43.6531643,-79.3900311,2099,"96 St Patrick Street, Toronto, O",M5T
1,1,0,43.6676141,-79.3864589,2099,75 St ,M4Y
1,1,0,43.6469441,-79.3923973,2090,"87 Peter St, Toronto, O",M5V
3,1.5,0,43.705123,-79.5300905,2050,"2304  Weston Road, Toronto, O",M9N
3,1.5,0,43.705123,-79.5300905,2050,"2304  Weston Road, Toronto, O",M9N
3,1.5,0,43.705123,-79.5300905,2050,"2304  Weston Road, Toronto, O",M9N
1,1,0,43.6419081,-79.3817798,2050,"14 York St, M5J 0B1, Toronto, O",M5J
1,1,0,43.6469441,-79.3923973,2050,"87 Peter st, M5v2g4, Downtown Toronto, O",M5V
1,1,0,43.6469441,-79.3923973,2050,"87 Peter St, Toronto, O",M5V
1,1,0,43.653978,-79.3541341,2050,"120 Bayview Ave, Toronto, O",M5A
1,1,0,43.6469441,-79.3923973,2050,"87 Peter St, Toronto, O",M5V
1,1,0,43.6691531,-79.3873723,2050,"21 Balmuto St, Toronto, O",M4Y
1,1,0,43.6505597,-79.3820722,2050,"70 Temperance St, Toronto, O",M5H
1,1,0,43.6527574,-79.3665108,2050,"460 Adelaide St E, Toronto, O",M5A
1,1,0,43.6419081,-79.3817798,2050,"14 York St, M5J2Z2, Toronto, O",M5J
1,1,0,43.6575473,-79.4014643,2050,"297 College Street, M5T 1S2, Toronto, O",M5T
1,1,0,43.6527574,-79.3665108,2050,"460 Adelaide St E, Toronto, O",M5A
1,1,0,43.6676701,-79.389445,2035,"57 Charles Street West, Toronto, O",M4Y
2,1,0,43.7716173,-79.4432608,2017,"4866 Bathurst Street, Toronto, O",M2R
2,1,0,43.6684679,-79.3748336,2000,"545 - 555  Sherbourne Street, Toronto, O",M4X
1,1,0,43.6419081,-79.3817798,2000,"14 York St, Toronto, O",M5J
1,1,0,43.653075,-79.370179,2000,"255 Richmond St E, Toronto, O",M5A
1,1,0,43.6606054,-79.3786354,2000,"89 McGill St, Toronto, O",M5B
1,1,0,43.6419081,-79.3817798,2000,"14 York St, Toronto, O",M5J
1,1,0,43.653075,-79.370179,2000,"255 Richmond St E, Toronto, O",M5A
1,1,0,43.6606054,-79.3786354,2000,"89 McGill St, Toronto, O",M5B
1,2,1,43.7749828,-79.3450961,2000,", ",M2J
2,2,0,43.6691457,-79.3759018,2000,"540 Sherbourne St, Toronto, O",M4X
1,1,0,43.6419081,-79.3817798,2000,"14 York St, Toronto, O",M5J
1,1,0,43.653075,-79.370179,2000,"255 Richmond St E, Toronto, O",M5A
1,1,0,43.6606054,-79.3786354,2000,"89 McGill St, Toronto, O",M5B
1,1,0,43.6718131,-79.3415391,2000,"Toronto, O",M4K
3,2,0,43.7634866,-79.3459836,2000,"20 Graydon Hall Drive, Toronto, O",M3A
1,1,0,43.661198,-79.3816644,2000,"25 c, t M5B 1L4 O",M5B
2,1,0,43.6784677,-79.4464682,2000,"49 Boon Ave, Toronto, O",M6E
1,1,0,43.6527574,-79.3665108,2000,"460 Adelaide St E, Toronto, O",M5A
1,1,0,43.6604566,-79.3784972,2000,", toronto M5B 1Z8 O",M5B
1,1,1,43.6568825,-79.3835616,2000,"633 Bay St, Toronto, O",M5G
1,1,0,43.6428951,-79.4281018,2000,"20 Minowan Miikan Lane, Toronto, O",M6J
1,1,0,43.651955,-79.3896477,2000,", Toronto M5T2X5 O",M5T
1,1,0,43.6655881,-79.383028,2000,"28 Wellesley Street East, M4Y 0C4, Toronto, O",M4Y
1,1,0,43.6695496,-79.3837757,2000,"50 Charles St E, Toronto, O",M4Y
1,1,0,43.6394055,-79.3932324,2000,"11 Brunel Ct, Toronto, O",M5V
1,1,0,43.6721931,-79.3878664,2000,"18 Yorkville Ave, Toronto, O",M4W
1,1,0,43.6655881,-79.383028,2000,"28 Wellesley Street East, M4Y 0C4, Toronto, O",M4Y
1,1,0,43.6695496,-79.3837757,2000,"50 Charles St E, Toronto, O",M4Y
1,1,0,43.6655881,-79.383028,2000,"28 Wellesley Street East, M4Y 0C4, Toronto, O",M4Y
2,2,0,43.6367119,-79.4206384,2000,"20 Atlantic Ave, Toronto, O",M6K
1,1,1,43.6423708,-79.4241905,2000,"68 Abell St, Toronto, O",M6J
1,1,1,43.6423708,-79.4241905,2000,"68 Abell St, Toronto, O",M6J
2,2,0,43.6437964,-79.4284926,2000,"11 Peel Ave, Toronto, O",M6J
1,1,0,43.6695496,-79.3837757,2000,"50 Charles St E, Toronto, O",M4Y
1,1,0,43.6647727,-79.3869867,2000,"955 Bay St, Toronto, O",M5S
1,1,0,43.6428951,-79.4281018,2000,"20 Minowan Miikan Lane, Toronto, O",M6J
1,1,0,43.6423708,-79.4241905,2000,"68 Abell St, Toronto, O",M6J
2,2,0,43.6423708,-79.4241905,2000,"68 Abell St, Toronto, O",M6J
1,1,0,43.6428951,-79.4281018,2000,"20 Minowan Miikan Lane, Toronto, O",M6J
2,2,0,43.6365382,-79.41931,2000,"1 Atlantic Ave, Toronto, O",M6K
1,1,0,43.653226,-79.3831843,2000,", Toronto M5V0P3 O",M5V
2,1,0,43.653226,-79.3831843,2000,", Toronto m5a0j3 O",M5A
1,1,0,43.659534,-79.3773535,2000,", Toronto M5B2M2 O",M5B
1,1,0,43.6494054,-79.3927116,2000,"353 Queen St W, Toronto, O",M5V
2,1,0,43.6923489,-79.3196212,2000,", Toronto M4C2M4 O",M4C
1,1,0,43.6527574,-79.3665108,2000,"460 Adelaide St E, Toronto, O",M5A
1,1,0,43.6455947,-79.386063,2000,"155 Wellington St W, Toronto, O",M5V
1,1,0,43.6384219,-79.3975956,2000,"Dan Leckie Way, Toronto, O",M5V
1,1,0,43.658974,-79.3840397,2000,", TORO",M5G
1,1,0,43.6547038,-79.3789125,1980,"Victoria St, Toronto, O",M5B
1,1,0,43.652812,-79.3733062,1975,"Richmond St E, Toronto, O",M5C
1,1,0,43.6710818,-79.3807435,1970,"235 Bloor Street East, Toronto, O",M4W
1,1,0,43.6606054,-79.3786354,1950,"89 McGill Street, Toronto, O",M5B
1,1,0,43.6606054,-79.3786354,1950,"89 McGill Street, Toronto, O",M5B
1,1,0,43.6606054,-79.3786354,1950,"89 McGill Street, Toronto, O",M5B
1,1,0,43.6606054,-79.3786354,1950,"89 McGill Street, Toronto, O",M5B
1,1,0,43.6606054,-79.3786354,1950,"89 McGill Street, Toronto, O",M5B
1,1,0,43.6606054,-79.3786354,1950,"89 McGill Street, Toronto, O",M5B
1,1,0,43.6606054,-79.3786354,1950,"89 McGill Street, Toronto, O",M5B
1,1,0,43.6606054,-79.3786354,1950,"89 McGill Street, Toronto, O",M5B
1,1,0,43.6606054,-79.3786354,1950,"89 McGill Street, Toronto, O",M5B
1,1,0,43.6867088,-79.3992577,1950,"111 St Clair Ave W, Toronto, O",M4V
1,1,0,43.6606054,-79.3786354,1950,"89 McGill Street, Toronto, O",M5B
1,1,0,43.6232891,-79.4836951,1950,"10 Park Lawn Rd., M8Y 3K4, Etobicoke, O",M8Y
1,1,1,43.7505012,-79.4639723,1950,"1060 Sheppard Ave W, Toronto, O",M3J
1,1,0,43.670878,-79.3766958,1950,"28 Linden Street, Toronto, O",M4Y
1,1,0,43.670878,-79.3766958,1950,"28 Linden Street, Toronto, O",M4Y
1,1,0,43.6407261,-79.3955671,1950,"25 Capreol Ct, Toronto, O",M5V
1,1,0,43.6471746,-79.5202966,1950,"Tom Riley Park, 3216 Bloor St W, Etobicoke, O",M8X
1,1,0,43.6505597,-79.3820722,1950,"70 Temperance St, Toronto, O",M5H
1,1,0,43.6420888,-79.3816864,1950,", Toronto M5j 0B1 O",M5J
1,1,0,43.6543938,-79.3759018,1930,"167 Church Street, Toronto, O",M5B
1,1,0,43.6382884,-79.4360532,1929,"169 Jameson Avenue, Toronto, O",M6K
1,1,0,43.7750925,-79.3490639,1927,"1650 Sheppard Avenue East, Toronto, O",M2J
1,1,0,43.6409179,-79.3939821,1900,"25 Telegram Mews, Toronto, O",M5V
1,1,0,43.6413078,-79.4000933,1900,"560 Front St W, toronto, O",M5V
1,1,0,43.6505597,-79.3820722,1900,"70 Temperance St, Toronto, O",M5H
1,1,0,43.6505597,-79.3820722,1900,"70 Temperance St, Toronto, O",M5H
1,1,0,43.6485726,-79.3762754,1900,"88 Scott St, Toronto, O",M5E
1,1,0,43.6505597,-79.3820722,1900,"70 Temperance St, Toronto, O",M5H
1,1,0,43.6505597,-79.3820722,1900,"70 Temperance St, Toronto, O",M5H
1,1,0,43.6485726,-79.3762754,1900,"88 Scott St, Toronto, O",M5E
1,1,0,43.653978,-79.3541341,1900,"120 Bayview Ave., M5A 0G4, Toronto, O",M5A
1,1,0,43.6367593,-79.3978503,1900,"600 Queens Quay W, Toronto, O",M5V
1,1,0,43.6505597,-79.3820722,1900,"70 Temperance St, Toronto, O",M5H
1,1,0,43.6505597,-79.3820722,1900,"70 Temperance St, Toronto, O",M5H
2,1,0,43.645641,-79.3929534,1900,"375 King St W, Toronto, O",M5V
1,1,0,43.6485726,-79.3762754,1900,"88 Scott St, Toronto, O",M5E
1,1,0,43.653978,-79.3541341,1900,"120 Bayview Ave., M5A 0G4, Toronto, O",M5A
1,1,0,43.6367593,-79.3978503,1900,"600 Queens Quay W, Toronto, O",M5V
1,1,0,43.6505597,-79.3820722,1900,"70 Temperance St, Toronto, O",M5H
1,1,0,43.6703202,-79.3944332,1900,"155 Yorkville Ave, Toronto, O",M5R
1,1,0,43.6426791,-79.3769938,1900,"33 Bay St, Toronto, O",M5J
