Bedroom,Bathroom,Den,Lat,Long,Price,Address,Postal Code
2,1,0,43.645641,-79.3929534,1900,"375 King St W, Toronto, O",M5V
1,1,0,43.6391261,-79.4192221,1900,", Toronto M6K 1X1 O",M6K
1,1,0,43.672735,-79.4023802,1900,"250 St. George St, Toronto, O",M5R
1,1,0,43.6539487,-79.3885701,1900,"426 University ave, M5G1S9, TORO",M5G
1,1,0,43.645396,-79.3942439,1900,"Downtown, Toronto M5V1K1 O",M5V
1,1,0,43.6460058,-79.3899085,1900,"8 Mercer St, Toronto, O",M5V
1,1,0,43.6374082,-79.4066461,1900,"250 Fort York Blvd, Toronto, O",M5V
1,1,0,43.6683764,-79.3806431,1900,"89  Isabella Street, Toronto, O",M4Y
1,1,0,43.6439387,-79.4014775,1900,"629 King St W, Toronto, O",M5V
1,1,0,43.6494165,-79.3745473,1900,", Toronto M5E 0B7 O",M5E
1,1,0,43.6409127,-79.3939235,1900,4k Spadina - ,M5V
1,1,0,43.6385923,-79.4009948,1900,", Downtoen Toronto M5V0c8 O",M5V
1,1,0,43.6409222,-79.393983,1900,"4 K Spadina Ave, Toronto, O",M5V
1,1,0,43.6567414,-79.3699948,1899,"191 - 201 Sherbourne, Toronto, O",M5A
1,1,1,43.7672565,-79.2227339,1860,"m1g2a8, Canada",M1G
1,1,0,43.6658263,-79.3839939,1860,"15 Dundonald St, Toronto, O",M4Y
1,1,0,43.6596793,-79.4292906,1857,"730 Dovercourt Road, Toronto, O",M6H
1,1,0,43.6599474,-79.4308197,1857,"357 Rusholme Road, Toronto, O",M6H
2,1,0,43.6911466,-79.4714355,1850,"2548 Eglinton Ave W, M6M 1T1, Toronto, O",M6M
1,1,0,43.64787,-79.391138,1850,"290 Adelaide Street West, Toronto, O",M5V
2,1,0,43.6911466,-79.4714355,1850,"2548 Eglinton Ave W, M6M 1T1, Toronto, O",M6M
1,1,0,43.64787,-79.391138,1850,"290 Adelaide Street West, Toronto, O",M5V
1,1,0,43.6469441,-79.3923973,1850,"87 PETER ST, M5V0P1, TORO",M5V
1,1,0,43.6606054,-79.3786354,1850,"89 McGill St, Toronto, O",M5B
2,1,0,43.6911466,-79.4714355,1850,"2548 Eglinton Ave W, M6M 1T1, Toronto, O",M6M
1,1,0,43.64787,-79.391138,1850,"290 Adelaide Street West, Toronto, O",M5V
1,1,0,43.6469441,-79.3923973,1850,"87 PETER ST, M5V0P1, TORO",M5V
1,1,0,43.6606054,-79.3786354,1850,"89 McGill St, Toronto, O",M5B
2,1,0,43.6911466,-79.4714355,1850,"2548 Eglinton Ave W, M6M 1T1, Toronto, O",M6M
1,1,0,43.6485726,-79.3762754,1850,"88 Scott St, M5E 0A9, Toronto, O",M5E
1,1,0,43.660846,-79.3787556,1850,"365 Church St Unit 2005, Toronto, O",M5B
1,1,1,43.7306927,-79.3273194,1850,"7 Concorde Pl, M3C 3n4, Toronto, O",M3C
1,1,0,43.6687589,-79.3812685,1850,"88 Isabella Street, Toronto, O",M4Y
1,1,0,43.6695928,-79.3805797,1850,"101 charles St E, TORO",M4Y
1,1,0,43.6655881,-79.383028,1850,"28 Wellesley St E, Toronto, O",M4Y
1,2,0,43.6577965,-79.3989649,1850,"253 College St #253, Toronto, O",M5T
1,1,0,43.6398173,-79.4373797,1849,"200 Jameson Avenue, Toronto, O",M6K
1,1,0,43.6418064,-79.3789807,1830,"100 Harbour St, Toronto, O",M5J
1,1,0,43.6418064,-79.3789807,1830,"100 Harbour St, Toronto, O",M5J
1,1,0,43.6418064,-79.3789807,1830,"100 Harbour St, Toronto, O",M5J
1,1,1,43.6406456,-79.380939,1830,"8 York St 1701 Toronto   Ontario, M5J2Y2, toronto, O",M5J
1,1,1,56.130366,-106.346771,1830,"M4Y0C4, Canada",M4Y
1,1,0,43.6893623,-79.3528481,1825,"33 Gamble Ave, East York, O",M4K
1,1,0,43.7486405,-79.4371391,1817,"4190 Bathurst Street, Toronto, O",M3H
1,1,0,43.6645808,-79.3822956,1815,"36 Maitland Street, Toronto, O",M4Y
1,1,0,43.6645808,-79.3822956,1815,"36 Maitland Street, Toronto, O",M4Y
1,1,0,43.6524873,-79.3896218,1800,"80 St Patrick St, Toronto, O",M5T
1,1,0,43.6524873,-79.3896218,1800,"80 St Patrick St, Toronto, O",M5T
1,1,0,43.6524873,-79.3896218,1800,"80 St Patrick St, Toronto, O",M5T
1,1,0,43.6524873,-79.3896218,1800,"80 St Patrick St, Toronto, O",M5T
1,1,0,43.6524873,-79.3896218,1800,"80 St Patrick St, Toronto, O",M5T
1,1,0,43.6524873,-79.3896218,1800,"80 St Patrick St, Toronto, O",M5T
1,1,0,43.6524873,-79.3896218,1800,"80 St Patrick St, Toronto, O",M5T
1,1,0,43.6576911,-79.3801612,1800,"365 Victoria St, Toronto, O",M5B
1,1,0,43.6459543,-79.4039853,1800,"154 Bathurst, Toronto M5V 2R3 O",M5V
1,1,0,43.6739622,-79.4016325,1800,"Toronto, M5R 2L6, Toronto, O",M5R
1,1,0,43.6364097,-79.4020034,1800,"21 Grand Magazine St, Toronto, O",M5V
2,2,0,43.7181688,-79.5619244,1800,", toronto m9w 1z8 O",M9W
1,1,0,43.6418064,-79.3789807,1800,"100 Harbour St, Toronto, O",M5J
1,1,0,43.660846,-79.3787556,1800,"365 Church Street, M5B 1Z9, Toronto, O",M5B
1,1,1,43.6358692,-79.5401518,1800,"5365 Dundas St W, Etobicoke, O",M9B
1,1,0,43.6833856,-79.3094088,1800,"Upper Beaches, Toronto, O",M4C
1,1,0,43.6567414,-79.3699948,1799,"191 - 201 Sherbourne, Toronto, O",M5A
2,1,0,43.705123,-79.5300905,1799,"2304  Weston Road, Toronto, O",M9N
2,1,0,43.705123,-79.5300905,1799,"2304  Weston Road, Toronto, O",M9N
2,1,0,43.705123,-79.5300905,1799,"2304  Weston Road, Toronto, O",M9N
1,1,1,43.6690744,-79.3911301,1799,"20 THOMAS RILEY, M9B 0C3, Toronto, O",M9B
1,1,0,43.6665599,-79.3791219,1795,"100 Wellesley St E, Toronto, O",M4Y
1,1,0,43.6640557,-79.3737903,1785,"392 Sherbourne Street, Toronto, O",M4X
1,1,0,43.6640557,-79.3737903,1785,"392 Sherbourne Street, Toronto, O",M4X
2,1,0,43.6343542,-79.4352696,1779,"90 Jameson Avenue, Toronto, O",M6K
1,1,0,43.6700064,-79.3976944,1760,"25 Bedford Rd., Toronto, O",M5R
1,1,0,43.6596793,-79.4292906,1757,"730 Dovercourt Road, Toronto, O",M6H
1,1,0,43.6589956,-79.4296933,1757,"323 Rusholme Road, Toronto, O",M6H
1,1,0,43.6371527,-79.4270923,1755,"200 Dufferin Street, Toronto, O",M6K
1,1,0,43.6371527,-79.4270923,1755,"200 Dufferin Street, Toronto, O",M6K
1,1,0,43.6684679,-79.3748336,1750,"545 - 555  Sherbourne Street, Toronto, O",M4X
1,1,0,43.8506191,-79.3193975,1750,"Enterprise Blvd, Markham, O",M6N
1,1,1,43.6406042,-79.3971881,1750,"Iceboat Terr, Toronto, O",M5V
1,1,0,43.6547577,-79.4008271,1750,"80 Kensington Ave, Toronto, O",M5T
1,1,0,43.6547577,-79.4008271,1750,"80 Kensington Ave, Toronto, O",M5T
1,1,0,43.5921361,-79.5326816,1750,", Toronto M8W 3J1 O",M8W
1,1,0,43.7147936,-79.4283233,1750,"2895 Bathurst Street, Toronto, O",M6B
1,1,0,43.6575221,-79.3899928,1750,"600 University Ave, Toronto, O",M5G
1,1,0,43.6683764,-79.3806431,1750,"89  Isabella Street, Toronto, O",M4Y
1,1,0,43.6678174,-79.3831111,1750,"55 Isabella St, Toronto, O",M4Y
2,2,0,43.653226,-79.3831843,1750,", toronto m1m4j3 O",M1M
1,1,0,43.6348903,-79.4346541,1729,"87 Jameson Avenue, Toronto, O",M6K
1,1,0,43.6349738,-79.4351859,1729,"91,140,146 Jameson Avenue, Toronto, O",M6K
1,1,0,43.6635722,-79.3819958,1725,"40 Alexander St, Toronto, O",M4Y
1,1,0,43.7716173,-79.4432608,1717,"4866 Bathurst Street, Toronto, O",M2R
1,1,0,43.6589956,-79.4296933,1717,"323 Rusholme Road, Toronto, O",M6H
1,1,0,43.6701586,-79.3756379,1700,"565 Sherbourne Street, Toronto, O",M4X
1,1,0,43.6684679,-79.3748336,1700,"545 - 555  Sherbourne Street, Toronto, O",M4X
1,1,0,43.6701586,-79.3756379,1700,"565 Sherbourne Street, Toronto, O",M4X
1,1,0,43.6684679,-79.3748336,1700,"545 - 555  Sherbourne Street, Toronto, O",M4X
1,1,0,43.6701586,-79.3756379,1700,"565 Sherbourne Street, Toronto, O",M4X
1,1,0,43.6684679,-79.3748336,1700,"545 - 555  Sherbourne Street, Toronto, O",M4X
1,1,0,43.6616564,-79.4099423,1700,"664 Bathurst St, Toronto, O",M5S
1,1,0,43.6515926,-79.3875585,1700,"Toronto, O",M5G
1,1,0,43.6598307,-79.3805207,1700,", M5B 2E8, Toronto, O",M5B
2,1,0,43.6430555,-79.3961791,1700,"M5V1E7, Canada",M5V
3,2,0,43.7038237,-79.2717186,1700,", M1L0B3, Toronto, O",M1L
1,1,0,43.6396381,-79.4131037,1700,"38 Western Battery Rd, Toronto, O",M6K
1,1,0,43.7697905,-79.4160562,1700,", ",M2N
1,1,0,43.6641794,-79.3755059,1700,"40 Homewood Ave, Toronto, O",M4Y
1,1,0,43.6544596,-79.3758138,1700,", Toronto M5B1Y6 O",M5B
1,1,0,43.670811,-79.3852395,1699,"88 Bloor Street East, Toronto, O",M4W
1,1,1,43.6739944,-79.441685,1650,"1512 Dufferin Street, M6H3L4, Toronto, O",M6H
1,1,1,43.6739944,-79.441685,1650,"1512 Dufferin Street, M6H3L4, Toronto, O",M6H
1,1,0,43.6691457,-79.3759018,1650,"540 Sherbourne St, Toronto, O",M4X
1,1,1,43.6739944,-79.441685,1650,"1512 Dufferin Street, M6H3L4, Toronto, O",M6H
1,1,0,43.6710818,-79.3807435,1650,"235 Bloor Street East, Toronto, O",M4W
1,1,0,43.6591925,-79.4308293,1650,", Toronto M6h 2z5 O",M6H
1,1,1,43.6573918,-79.3703149,1650,", Toronto M5A3X2 O",M5A
1,1,0,43.6547069,-79.379245,1650,"Dundas &amp; Shuter, M5B2R3, Toronto, O",M5B
1,1,0,43.6888971,-79.4119836,1617,"320 Lonsdale Road, Toronto, O",M4V
1,1,0,43.6888971,-79.4119836,1617,"320 Lonsdale Road, Toronto, O",M4V
1,1,1,43.7799939,-79.3446008,1600,"150 Fairview Mall Dr, ",M2J
1,1,0,43.6425462,-79.3772655,1600,", Toronto M5J2Z3 O",M5J
2,1,0,43.6594213,-79.3610251,1600,"55 Regent Park Blvd, Toronto, O",M5A
1,1,0,43.6447693,-79.3970587,1600,", Toronto M5V1K4 O",M5V
1,1,0,43.6806017,-79.2893327,1600,", toronto M4E1S5 O",M4E
1,1,0,43.6475126,-79.3927022,1600,"101 Peter St, Toronto, O",M5V
1,1,0,43.6525889,-79.3677193,1600,", Toronto  M5A4S3 O",M5A
1,1,0,43.640526,-79.3949037,1600,", Toronto M5v3z5 O",M5V
1,1,0,43.6592176,-79.3557961,1600,"328 Bayview Ave, Toronto, O",M5A
1,1,0,43.6672287,-79.4375116,1600,", Toronto M6H 3J6 O",M6H
1,1,0,43.6487423,-79.3784972,1600,", Toronto M5H 4C7 O",M5H
1,1,0,43.7959865,-79.4158363,1600,", ",M2M
1,1,0,43.6687998,-79.3759678,1600,"40 Earl St, Toronto, O",M4Y
1,1,0,43.661091,-79.3825001,1600,", toronto m5b 2m3 O",M5B
1,1,0,43.6599624,-79.3850953,1600,", Toronto M5G 2R3 O",M5G
1,1,0,43.6596793,-79.4292906,1597,"730 Dovercourt Road, Toronto, O",M6H
1,1,0,43.6589956,-79.4296933,1597,"323 Rusholme Road, Toronto, O",M6H
1,1,0,43.6359631,-79.4357489,1595,"120 Jameson Ave, Toronto, O",M6K
1,1,0,43.6673847,-79.3826756,1568,", Between YongeBloor, ChurchWellesley M4Y 2L2 O",M4Y
1,1,0,43.6691457,-79.3759018,1550,"540 Sherbourne St, Toronto, O",M4X
1,1.5,0,43.6471397,-79.5265814,1550,"50 Cordova Avenue, Etobicoke, O",M9A
1,1,0,43.6565308,-79.3860049,1550,"150 Elizabeth St, Toronto, O",M5G
1,1,0,43.6640557,-79.3737903,1535,"392 Sherbourne Street, Toronto, O",M4X
1,1,0,43.6640557,-79.3737903,1535,"392 Sherbourne Street, Toronto, O",M4X
1,1,0,43.705123,-79.5300905,1525,"2304  Weston Road, Toronto, O",M9N
1,1,0,43.705123,-79.5300905,1525,"2304  Weston Road, Toronto, O",M9N
1,1,0,43.705123,-79.5300905,1525,"2304  Weston Road, Toronto, O",M9N
1,1,0,43.7046478,-79.5275537,1520,"2255 Weston Road, Toronto, O",M9N
1,1,0,43.7046478,-79.5275537,1520,"2255 Weston Road, Toronto, O",M9N
1,1,0,43.6694569,-79.432457,1509,"1089 Dovercourt Rd, Toronto, O",M6H
2,1,0,43.6408157,-79.3817523,1500,", Toronto M5J 0B8 O",M5J
2,1,0,43.6408157,-79.3817523,1500,", Toronto M5J 0B8 O",M5J
2,1,0,43.6408157,-79.3817523,1500,", Toronto M5J 0B8 O",M5J
1,1,0,43.6667107,-79.4043508,1500,", M6G1S2, Downtown Toronto (Christie/Bloor), O",M6G
1,2,0,43.65006,-79.3578814,1500,"70 Distillery Lane, Toronto, O",M5A
1,1,0,43.6455289,-79.3837757,1500,", Toronto M5J 2L7 O",M5J
1,1,0,43.6525889,-79.3677193,1500,", Toronto  M5A4S3 O",M5A
1,1,0,43.6573918,-79.3703149,1500,", Toronto  M5a3x2  O",M5A
2,2,0,43.6459244,-79.3753299,1500,", Toronto M5E 1W5 O",M5E
1,1,0,43.6691213,-79.3847434,1500,"M4Y1T1, Canada",M4Y
2,1,0,43.6757718,-79.4114831,1500,"M5R3A3, Canada",M5R
1,1,0,43.6692283,-79.3799488,1480,"550 Jarvis Street Jarvis, Toronto, O",M4Y
1,1,0,43.6371527,-79.4270923,1475,"200 Dufferin Street, Toronto, O",M6K
1,1,0,43.6371527,-79.4270923,1475,"200 Dufferin Street, Toronto, O",M6K
1,1,0,43.6247335,-79.4995337,1450,"37 Penhurst Ave, Etobicoke, O",M8Y
1,1,0,43.6701586,-79.3756379,1450,"565 Sherbourne St, Toronto, O",M4X
1,1,0,43.6398173,-79.4373797,1449,"200 Jameson Avenue, Toronto, O",M6K
1,1,0,43.6349738,-79.4351859,1429,"91,140,146 Jameson Avenue, Toronto, O",M6K
1,1,0,43.6684679,-79.3748336,1400,"545 - 555  Sherbourne Street, Toronto, O",M4X
1,1,0,43.6684679,-79.3748336,1400,"545 - 555  Sherbourne Street, Toronto, O",M4X
1,1,0,43.6684679,-79.3748336,1400,"545 - 555  Sherbourne Street, Toronto, O",M4X
1,1,0,43.6471397,-79.5265814,1400,"50 Cordova Avenue, Etobicoke, O",M9A
1,1,0,43.6535096,-79.3946201,1400,"Dundas St W #401, Toronto, O",M6R
1,1,0,43.6503241,-79.3779693,1400,", Downtown Toronto M5C 2V9 O",M5C
1,1,0,43.6583179,-79.3682357,1380,"269 Ontario St, Toronto M5A 2V6 O",M5A
1,1,0,43.6583179,-79.3682357,1380,"269 Ontario St, Toronto, O",M5A
1,1,0,43.6418699,-79.3898457,1350,", toronto M5V 1J1 O",M5V
1,1,0,43.6621286,-79.3769576,1305,"111 Carlton St, Toronto, O",M5B
2,1,0,43.6488578,-79.4330072,1300,"101 Sheridan Ave, Toronto, O",M6K
1,1,0,43.6520426,-79.4022416,1300,"# Dundas st w, Denison ave and Dundas st w M5T 2",M5T
1,1,0,43.6522978,-79.4069977,1300,"M6J1T8, Canada",M6J
2,1,0,43.6488578,-79.4330072,1300,"101 Sheridan Ave, Toronto, O",M6K
1,1,0,43.6520426,-79.4022416,1300,"# Dundas st w, Denison ave and Dundas st w M5T 2",M5T
1,1,0,43.6522978,-79.4069977,1300,"M6J1T8, Canada",M6J
2,1,0,43.6488578,-79.4330072,1300,"101 Sheridan Ave, Toronto, O",M6K
1,1,0,43.6520426,-79.4022416,1300,"# Dundas st w, Denison ave and Dundas st w M5T 2",M5T
1,1,0,43.6522978,-79.4069977,1300,"M6J1T8, Canada",M6J
1,1,0,43.6790089,-79.3438994,1300,"685 Danforth Ave, Toronto, O",M4J
1,1,0,43.6484292,-79.3822802,1300,", Toronto M5X 1K2 O",M5X
1,1,0,43.6451493,-79.3908133,1300,", Toronto M5V3P6 O",M5V
2,1.5,0,43.7485568,-79.506065,1300,", ",M3N
3,3,0,43.7073197,-79.4002252,1300,", M4R1V2, Toronto, O",M4R
1,1,0,43.6777793,-79.2861931,1300,"146 Scarborough Rd, Toronto, O",M4E
1,1,0,43.6371775,-79.4269604,1300,", Toronto M6k1z4 O",M6K
1,1,0,43.682692,-79.4888656,1295,"51 Guestville Ave, York, O",M6N
1,1,0,43.682692,-79.4888656,1295,"51 Guestville Ave, York, O",M6N
1,1,0,43.682692,-79.4888656,1295,"51 Guestville Ave, York, O",M6M
1,1,0,43.6801285,-79.3401308,1275,", Toronto M4j1l7 O",M4J
1,1,0,43.7598859,-79.4431384,1250,", Toronto M3H4Z2 O",M3H
1,1,0,43.6550692,-79.3874705,1200,", M5G2E8, Toronto, O",M5G
1,1,0,43.6550692,-79.3874705,1200,", M5G2E8, Toronto, O",M5G
1,1.5,0,43.6070571,-79.4949066,1200,"k , Toronto m8v 2t8 O",M8V
1,1,0,43.6550692,-79.3874705,1200,", M5G2E8, Toronto, O",M5G
1,1.5,0,43.6070571,-79.4949066,1200,"k , Toronto m8v 2t8 O",M8V
1,1,0,43.6665804,-79.4009394,1200,"409 Huron St, Toronto, O",M5S
2,1,0,43.6578373,-79.3806087,1200,", Toronto M5B 2K3 O",M5B
1,1,1,43.692657,-79.2648481,1200,M1,M1N
1,1,0,43.6569138,-79.3945078,1200,", Toronto Downtown M5T 1M9 O",M5T
1,1,0,43.7093349,-79.3416638,1200,"70 Princeton Ave, M4B2R6, EAST YORK, O",M4B
2,1.5,0,43.6476349,-79.3924836,1200,", M5V 1R4, Toronto, O",M5V
1,1,0,43.780021,-79.2948144,1200,"7 Dempster St, Scarborough, O",M1T
1,1,0,43.6701358,-79.3787108,1200,"44 Huntley St, Toronto, O",M4Y
1,1,0,43.6465801,-79.3998612,1199,"Maud St, Toronto, O",M5V
2,1,0,43.6416068,-79.3822802,1180,", M5J 3A3, Toronto, O",M5J
1,1,0,43.6669887,-79.3146912,1100,"M4L1G3, Canada",M4L
1,1,0,43.6669887,-79.3146912,1100,"M4L1G3, Canada",M4L
1,1,0,43.6669887,-79.3146912,1100,"M4L1G3, Canada",M4L
1,1,0,43.6611083,-79.4987507,1100,"6 Bralorne Crescent, M6S4R2, toronto, O",M6S
1,1,0,43.6755072,-79.4150009,1100,"Toronto, O",M5R
1,1,0,43.6554292,-79.4040073,1050,", Toronto M5T 2",M5T
1,1,0,43.6554292,-79.4040073,1050,", Toronto M5T 2",M5T
1,1,0,43.6598307,-79.3805207,1000,", M5b2e8, Toronto, O",M5B
1,1,0,43.5971347,-79.5232832,1000,", Toronto M8V 1M4 O",M8V
1,1,0,43.6774284,-79.4579072,1000,", Toronto M6",M6N
1,1,0,43.6626956,-79.4000493,1000,"M5S, Canada",M5S
1,1,0,43.6521692,-79.3723385,1000,", Toronto M5c2h4 O",M5C
1,1,0,43.6465162,-79.3800596,1000,"200 Bay St, Toronto, O",M5J
1,1,0,43.7004274,-79.2961132,1000,", Toronto M4B 1B3 O",M4B
1,1,1,43.6547882,-79.3597037,1000,"King St E, Toronto, O",M5A
1,1,0,43.6655297,-79.3954754,1000,", Toronto M5S1H8  O",M5S
1,1,0,43.670726,-79.3107743,950,"140 Kingston Rd #301, Toronto, O",M4L
1,1,0,43.662091,-79.4332913,935,"Toronto, O",M6H
1,1,0,43.662091,-79.4332913,935,"Toronto, O",M6H
1,1,0,43.6486599,-79.3815764,900,"Downtown, Toronto, O",M5X
1,1,0,43.7087795,-79.4447062,850,"845 Glencairn Ave, ",M6B
1,1,0,43.6413078,-79.4000933,850,"560 Front St W, Toronto, O",M5V
1,1,0,43.6415965,-79.4234431,850,"36 Lisgar St, Toronto, O",M6J
1,1,0,43.6952964,-79.300604,800,", Toronto M4C 5",M4C
1,1,0,43.6578373,-79.3806087,800,", Toronto M5B 2K3 O",M5B
1,1,0,43.6608355,-79.3858556,750,"Bay st and college st, Toronto M5G 2C8 O",M5G
1,1,0,43.70519,-79.3238468,700,", toronto m4b2z5 O",M4B
1,1,0,43.6542281,-79.3670154,700,", M5A 2V3, Toronto, O",M5A
1,1,0,43.6547234,-79.3814004,700,", Toronto M5G 1B1 O",M5G
1,1,0,43.6659564,-79.4047989,650,", Toronto m5s1x6 O",M5S
2,1,0,43.6582784,-79.4084366,600,"Bathurst St, Toronto, O",M5S
1,1,0,43.6541547,-79.3852113,550,"89 Chestnut St, Toronto, O",M5G
1,1,0,43.6541547,-79.3852113,550,"89 Chestnut St, Toronto, O",M5G
1,1,0,43.6541547,-79.3852113,550,"89 Chestnut St, Toronto, O",M5G
1,1,0,43.723587,-79.3248786,300,"195 Wynford Dr, ",M3C
1,1,0,43.6865112,-79.3995216,150,", Toronro M4V 1",M4V
1,2,1,43.6274471,-79.4783741,99,"2121 Lake Shore Blvd W, Etobicoke, O",M8V
1,1,0,43.6652335,-79.3842932,99,"8 Wellesley St E, Toronto, O",M4Y
